"CI Number"	"Name"	"CI Status"	"Type"	"Manufacturer"	"Model"	"Solution"	"Environnement"	"Server Role"	"Critical Level"	"Supported by company"	"Location (Full)"	"GxP Impact"	"Monitoring"	"Availability"	"PRA"	"Complexity/Application IT Criticity"	"SLA Uplift"	"Technical Support Group"	"Application Support Group"	"Maintenance Group"	"Maintenance Schedule"	
"NAC200A"	"NAC200A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT-5160"	"NACI"	"PRD"	"Probe"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/L6"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC201A"	"NAC201A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT-5140"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/ITALY/CASSANO SPINOLA"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC202A"	"NAC202A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT2000F2"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/SPAIN/BENIFAYO ESPANA"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC208A"	"NAC208A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/USA/GURNEE/GURNEE IL 60031/OFFICE/[I.T. Room 855]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC210A"	"NAC210A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT-5140"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/USA/KEOKUK"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC210B"	"NAC210B"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT-5140"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/USA/KEOKUK"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC221A"	"NAC221A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"AMERICA/MEXICO"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC224A"	"NAC224A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"AMERICA/USA/GENEVA"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC235A"	"NAC235A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT-5160"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/Y4"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC235B"	"NAC235B"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT-5140"	"NACI"	"PRD"	"Europe appliance (small sites)"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/Y3"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC241A"	"NAC241A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/JAPAN/TOKYO"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC243A"	"NAC243A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC243B"	"NAC243B"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"Forescout Spare Appliance"	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC244A"	"NAC244A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/WUHAN/[B10]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC252A"	"NAC252A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT2000F2"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC256A"	"NAC256A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/KOREA/SEOUL/COMPUTER ROOM"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC260A"	"NAC260A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT4000F10G"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC260B"	"NAC260B"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT4000F10G"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"ASIA/CHINA/ST-PLANT"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC263A"	"NAC263A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/CHINA/NANNING/BLD3"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC273A"	"NAC273A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC273B"	"NAC273B"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT2000F2"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"INDIA/INDIA/MUMBAI"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC274A"	"NAC274A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT2000F2"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"INDIA/INDIA/PANTNAGAR"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC275A"	"NAC275A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"INDIA/INDIA/VIRAMGAM"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC276A"	"NAC276A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT2000F2"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"INDIA/INDIA/GOKAK"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC281A"	"NAC281A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"Forescout Appliance"	"Low"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC287A"	"NAC287A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/SINGAPORE/SINGAPORE R&D"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC288A"	"NAC288A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"ASIA/CHINA/SHANGHAI/RSS/HUADA OFFICE"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC294A"	"NAC294A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT2000F2"	"NACI"	"PRD"	""	"Low"	"Fujitsu"	"AMERICA/CANADA/PORTAGE LA PRAIRIE/[[ADMIN BUILDING]]/[[I.T. Room]]/[[[IT Rack 4]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC298A"	"NAC298A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"EUROPE/FRANCE/PARIS ST DENIS"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC299A"	"NAC299A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT-5120"	"NACI"	"PRD"	"Counter ACT appliance"	"Low"	"Fujitsu"	"AMERICA/USA/Lower Gwynedd"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC361A"	"NAC361A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT1000F2-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"EUROPE/LITUANIE/PANEVEZYS"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC801A"	"NAC801A"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT100F-50"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"EUROPE/GERMANY/FRANKFURT/COMPUTER ROOM"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC92BA"	"NAC92BA"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT4000F2-40"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAC92BB"	"NAC92BB"	"In production"	"SECURITY APPLIANCE"	"Forescout"	"CT4000F2-40"	"NACI"	"PRD"	"NACI - NAC ACT"	"Low"	"Fujitsu"	"AMERICA/BRESIL/[[SAO PAOLO]]/[[ADMIN BUILDING]]"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	""	""	
"NAM235A"	"NAM235A"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"NACI"	"PRD"	"NACI - Management"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-GEO-101"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"None"	"0"	"CORP_ISC_Network"	"CORP_ADM_NET"	"WSPECB -Prod with specific procedure / specific hours"	""	
"NAM235K"	"NAM235K"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"NACI"	"DEV"	"NACI - Management"	"Low"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-LOC-DEV-200"	"0"	"No"	"AVAIL2 - 24/5"	"E2 Unproductive environment"	"None"	"0"	"CORP_ADM_NET"	""	"N/A - Not Applicable"	""	
"NAS200"	"NAS200"	"In production"	"NAS"	"SYNOLOGY"	"DS918+"	"STOC"	"PRD"	"Baie de disques NAS"	"Low"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/L6"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SYS"	""	""	""	
"NAS235"	"NAS235"	"In production"	"NAS"	"SYNOLOGY"	"DS916+ NAS 8To"	"STOC"	"PRD"	""	"Low"	"Roquette"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L10"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SYS"	""	""	""	
"NAS800A"	"NAS800A"	"In production"	"NAS"	"NetGear"	"NETGEAR ReadyNAS 312"	"SCCM"	"PRD"	""	"Low"	"Roquette"	"AMERICA/USA/KEOKUK"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SYS"	""	""	""	
"NASA80A"	"NASA80A"	"In production"	"NAS"	"NetGear"	"NETGEAR ReadyNAS 312"	"SCCM"	"PRD"	""	"Low"	"Roquette"	"ASIA/CHINA/SHANGHAI/RGMT/K.WAH OFFICE"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SYS"	""	""	""	
"NASA88A"	"NASA88A"	"In production"	"NAS"	"NetGear"	"NETGEAR ReadyNAS 312"	"SCCM"	"PRD"	""	"Low"	"Roquette"	"ASIA/SINGAPORE/SINGAPORE"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SYS"	""	""	""	
"NASB00A"	"NASB00A"	"In production"	"NAS"	"SYNOLOGY"	"DS916+ NAS 8To"	"SCCM"	"PRD"	""	"Low"	"Roquette"	"ASIA/JAPAN/TOKYO"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SYS"	""	""	""	
"NASU01A"	"NASU01A"	"In production"	"NAS"	"NetGear"	"NETGEAR ReadyNAS 312"	"SCCM"	"PRD"	"SCCM"	"Low"	"Roquette"	"AMERICA/USA/GENEVA"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_SYS"	""	""	""	
"NTP200A"	"NTP200A"	"In production"	"NETWORK"	"Bodet"	"Netsilon7"	"NTPI"	"PRD"	"NTP"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H6"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_NET"	""	""	""	
"NTP235A"	"NTP235A"	"In production"	"NETWORK"	"Bodet"	"Netsilon7"	"NTPI"	"PRD"	"NTP"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/Y5"	"0"	"No"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ADM_NET"	""	""	""	
"OCD-SEM-ROQUETTE-LESTREM-EC1"	"OCD-SEM-ROQUETTE-LESTREM-EC1"	"In production"	"PHYSICAL SERVER"	"Dell"	"PowerEdge R640"	"ESOC"	"PRD"	"Qradar Event Collector"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/Y7"	"0"	"No"	"AVAIL1 - 24/7"	"R2"	"None"	"0"	"CORP_ADM_NET"	""	""	""	
"OCD-SEM-ROQUETTE-LESTREM-EC2"	"OCD-SEM-ROQUETTE-LESTREM-EC2"	"In production"	"PHYSICAL SERVER"	"Dell"	"PowerEdge R640"	"ESOC"	"PRD"	"Qradar Event Collector"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H6"	"0"	"No"	"AVAIL1 - 24/7"	"R2"	"None"	"0"	"CORP_ADM_NET"	""	""	""	
"OCD-SEM-ROQUETTE-LESTREM-EC3"	"OCD-SEM-ROQUETTE-LESTREM-EC3"	"In production"	"PHYSICAL SERVER"	"Dell"	"PowerEdge R640"	"ESOC"	"PRD"	"Qradar Event Collector"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/Y7"	"0"	"No"	"AVAIL1 - 24/7"	"R2"	"None"	"0"	"CORP_ADM_NET"	""	""	""	
"OCD-SEM-ROQUETTE-LESTREM-EC4"	"OCD-SEM-ROQUETTE-LESTREM-EC4"	"In production"	"PHYSICAL SERVER"	"Dell"	"PowerEdge R640"	"ESOC"	"PRD"	"Qradar Event Collector"	"Medium"	"Roquette"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H6"	"0"	"No"	"AVAIL1 - 24/7"	"R2"	"None"	"0"	"CORP_ADM_NET"	""	""	""	
"PL-WARSAW-CORAMI-ROOM-06"	"PL-WARSAW-CORAMI-ROOM-06"	"In production"	"VCNF"	"Crestron"	"Flex"	"VCNF"	"PRD"	"Teams"	"Low"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"PL-WARSAW-NUTRALYS-ROOM-03"	"PL-WARSAW-NUTRALYS-ROOM-03"	"In production"	"VCNF"	"Crestron"	"Flex"	"VCNF"	"PRD"	"Teams"	"Low"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"PL-WARSAW-NUTRIOSE-ROOM-01A"	"PL-WARSAW-NUTRIOSE-ROOM-01A"	"In production"	"VCNF"	"Crestron"	"Flex"	"VCNF"	"PRD"	"Teams"	"Low"	"Fujitsu"	"EUROPE/POLAND/WARSAW"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"None"	"Low"	"0"	"CORP_ISC_Network"	"CORP_DMW_L3"	""	""	
"RPRM101"	"RPRM101"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"VCNF"	"PRD"	"RPRM"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/SALLE INFORMATIQUE/CLU-GEO-101"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O7"	"Low"	"0"	"CORP_ISC_Network"	""	"W3C - Prod which patched on Sunday"	""	
"RS20001"	"RS20001"	"In production"	"TAPE LIBRARY"	"QUANTUM"	"Scalar I500"	"SARE"	"PRD"	"Robot de sauvegarde"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/H23"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS20006B"	"RS20006B"	"In production"	"BACKUP APPLIANCE"	"Veritas"	"Netbackup 5250 Appliance"	"SARE"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS20006B\Media appliance Netbackup V9"	"RS20006B\Media appliance Netbackup V9"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SARE"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS20008B"	"RS20008B"	"In production"	"BACKUP APPLIANCE"	"Veritas"	"Netbackup 5250 Appliance"	"SARE"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS20008B\Media appliance Netbackup V9"	"RS20008B\Media appliance Netbackup V9"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SARE"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS20009B"	"RS20009B"	"In production"	"BACKUP APPLIANCE"	"Veritas"	"Netbackup 5250 Appliance"	"SARE"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS20009B\Media appliance Netbackup V9"	"RS20009B\Media appliance Netbackup V9"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SARE"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/D24"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS23501"	"RS23501"	"In production"	"TAPE LIBRARY"	"QUANTUM"	"Scalar I500"	"SARE"	"PRD"	"Robot de sauvegarde"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/P10"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Low"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS23506B"	"RS23506B"	"In production"	"BACKUP APPLIANCE"	"Veritas"	"Netbackup 5250 Appliance"	"SARE"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS23506B\Media appliance Netbackup V9"	"RS23506B\Media appliance Netbackup V9"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SARE"	"PRD"	""	"High"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09"	"0"	"None"	"AVAIL1 - 24/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS23508B"	"RS23508B"	"In production"	"BACKUP APPLIANCE"	"Veritas"	"Netbackup 5250 Appliance"	"SARE"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS23508B\Media appliance Netbackup V9"	"RS23508B\Media appliance Netbackup V9"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SARE"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS23509B"	"RS23509B"	"In production"	"BACKUP APPLIANCE"	"Veritas"	"Netbackup 5250 Appliance"	"SARE"	"PRD"	""	"Medium"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"None"	"Average"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"RS23509B\Media appliance Netbackup V9"	"RS23509B\Media appliance Netbackup V9"	"In production"	"TECHNICAL APPLICATION"	"Roquette"	"TECHNICAL APPLICATION"	"SARE"	"PRD"	""	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/L09"	"0"	"None"	"AVAIL3 - 8/18 - 5/7"	"None"	"None"	"0"	"CORP_ISC_Storage_Backup"	""	""	""	
"S101A001"	"S101A001"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"TESTA"	"PRD SOON"	"Worksoft application"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/DT2/N 1/SALLE INFORMATIQUE 1/CLU-LOC-200"	"0"	"Zabbix"	"AVAIL1 - 24/7"	"O3"	"Low"	"0"	"CORP_ISC_Wintel"	""	"W3B - Prod patched during week-end"	""	
"S101A002"	"S101A002"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"TMES"	"PRD SOON"	"Monitoring Server"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-LOC-235"	"0"	"No"	"AVAIL1 - 24/7"	"O3"	"Low"	"0"	"CORP_ISC_Wintel"	""	"W2A - Non Prod without specific procedure"	""	
"S101A003"	"S101A003"	"In production"	"VIRTUAL SERVER"	"Roquette"	"Station Serveur Virtuel"	"Infotech"	"PRD"	"Infotech"	"Low"	"Fujitsu"	"EUROPE/FRANCE/LESTREM/ALPHA 2/N 1/SALLE INFORMATIQUE 2/CLU-LOC-235"	"0"	"Zabbix"	"AVAIL3 - 8/18 - 5/7"	"O3"	"Low"	"0"	"CORP_ISC_Wintel"	""	"W3A - Prod patched during night or week-end"	""	
